1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,TotalSF
1086,838.0,3.0,2,956,6,130,0.0,592,2,1998.0,1924,2,12011,78.0,530.0,75,5,8,1086,208.0,1998,1998,3010.0
1276,804.0,3.0,0,0,1,1276,0.0,282,1,1926.0,2080,2,10918,53.0,0.0,0,9,7,1276,0.0,1926,2004,3356.0
953,694.0,3.0,0,0,1,953,0.0,460,2,1999.0,1647,1,7917,62.0,0.0,40,5,6,953,0.0,1999,2000,2600.0
1617,0.0,2.0,0,165,2,598,0.0,533,0,1993.0,1617,2,8012,50.0,0.0,69,5,6,1604,0.0,1993,1994,3221.0
1340,0.0,3.0,4,0,0,0,0.0,252,0,1957.0,1340,1,9060,60.0,98.0,0,6,5,0,0.0,1957,2006,1340.0
1940,0.0,3.0,2,1646,6,284,0.0,606,3,2010.0,1940,3,10159,83.0,450.0,95,5,9,1930,0.0,2009,2010,3870.0
1216,639.0,4.0,0,444,3,550,0.0,325,1,1954.0,1855,1,9525,75.0,0.0,0,4,6,994,0.0,1954,1972,2849.0
884,0.0,2.0,2,747,5,0,0.0,504,2,1983.0,884,2,9180,69.0,0.0,0,7,5,840,240.0,1983,1983,1724.0
764,862.0,2.0,0,0,1,764,0.0,474,2,2003.0,1626,2,2628,36.0,106.0,27,5,7,764,0.0,2003,2003,2390.0
720,564.0,2.0,0,312,2,408,0.0,240,1,1948.0,1284,1,3500,50.0,0.0,35,7,5,720,0.0,1947,1950,2004.0
1149,1141.0,4.0,1,0,1,1128,0.0,779,1,2002.0,2290,2,11250,69.0,0.0,0,5,8,1128,0.0,2002,2002,3418.0
816,0.0,2.0,3,104,2,0,0.0,516,1,1963.0,816,1,8472,110.0,0.0,0,5,5,816,0.0,1963,1963,1632.0
1377,806.0,4.0,0,1002,6,0,0.0,786,1,1988.0,2183,2,13837,69.0,178.0,0,5,7,1204,0.0,1988,1988,3387.0
1188,561.0,3.0,0,1088,2,0,244.0,456,1,1963.0,1869,1,8820,98.0,0.0,0,6,5,1088,0.0,1890,1996,2837.0
918,728.0,4.0,0,364,3,554,0.0,240,1,1941.0,1646,1,7128,53.0,0.0,0,5,7,918,0.0,1941,1950,2564.0
1844,0.0,2.0,0,976,6,868,0.0,620,3,2005.0,1844,2,10994,88.0,366.0,44,5,8,1844,0.0,2005,2006,3688.0
1571,0.0,3.0,3,0,0,1571,0.0,722,3,2007.0,1571,2,10991,89.0,80.0,36,5,8,1571,0.0,2007,2007,3142.0
1362,720.0,3.0,0,0,1,1362,0.0,484,1,2003.0,2082,2,11426,63.0,0.0,238,5,7,1362,0.0,2003,2003,3444.0
1959,0.0,5.0,0,0,1,1907,0.0,766,1,1989.0,1959,1,11070,82.0,70.0,0,5,7,1907,0.0,1988,1989,3866.0
1234,1140.0,4.0,0,0,1,1181,0.0,656,3,2003.0,2374,3,11999,93.0,340.0,100,5,8,1181,0.0,2003,2004,3555.0
1182,960.0,3.0,0,448,3,448,0.0,509,3,1968.0,2142,2,13000,100.0,576.0,72,6,6,896,0.0,1968,1968,3038.0
520,600.0,2.0,0,0,1,600,0.0,480,2,2005.0,1200,2,3180,30.0,0.0,166,5,7,600,0.0,2005,2005,1720.0
1053,0.0,3.0,0,0,1,1053,0.0,648,2,2003.0,1992,2,9375,75.0,768.0,45,5,8,1053,0.0,2003,2004,2106.0
997,1288.0,4.0,0,0,1,969,0.0,648,3,2000.0,2285,2,11000,69.0,72.0,56,5,8,969,0.0,2000,2000,3254.0
1824,0.0,2.0,3,1219,6,424,0.0,739,1,1971.0,1824,2,115149,69.0,351.0,48,5,7,1643,0.0,1971,2002,3467.0
1850,0.0,3.0,3,1261,6,572,0.0,772,3,2004.0,1850,2,16033,98.0,378.0,112,5,9,1833,0.0,2004,2005,3683.0
808,547.0,4.0,0,351,5,112,0.0,0,0,0.0,1355,1,10106,62.0,0.0,0,7,5,644,0.0,1940,1999,1999.0
840,828.0,3.0,0,0,0,840,0.0,500,2,2003.0,1668,2,11317,72.0,101.0,68,5,7,840,0.0,2003,2003,2508.0
1035,371.0,3.0,0,0,1,319,0.0,0,0,0.0,1406,0,7920,69.0,0.0,144,7,6,319,0.0,1920,1950,1725.0
1888,0.0,2.0,0,247,0,557,0.0,578,3,1966.0,1888,2,16492,137.0,0.0,0,6,6,1517,0.0,1966,2002,3405.0
1228,0.0,2.0,1,767,6,461,0.0,472,3,1988.0,1228,2,4671,40.0,0.0,120,5,8,1228,168.0,1988,1989,2456.0
943,0.0,3.0,3,828,6,115,0.0,472,3,1998.0,1638,1,9042,59.0,0.0,38,5,6,943,0.0,1998,1998,1886.0
960,0.0,3.0,0,520,3,440,0.0,432,3,1965.0,960,1,10921,73.0,48.0,0,5,4,960,0.0,1965,1965,1920.0
1698,0.0,3.0,0,1234,6,464,0.0,768,0,2007.0,1698,3,13286,86.0,340.0,64,5,9,1698,0.0,2007,2008,3396.0
1063,0.0,3.0,0,354,3,412,0.0,280,2,1954.0,1063,1,9920,80.0,110.0,0,5,5,1056,0.0,1954,1954,2119.0
1236,0.0,3.0,0,465,4,447,0.0,288,1,1961.0,1236,1,6993,65.0,0.0,0,7,5,912,0.0,1961,1994,2148.0
1535,0.0,4.0,4,0,0,0,0.0,410,1,1979.0,1535,1,7018,64.0,0.0,0,5,5,0,0.0,1979,1979,1535.0
630,0.0,1.0,2,495,5,135,0.0,0,0,0.0,630,1,1890,21.0,0.0,0,7,4,630,0.0,1972,1972,1260.0
546,0.0,3.0,0,273,4,0,0.0,286,2,1970.0,1092,1,2217,21.0,0.0,0,4,4,546,0.0,1970,1970,1092.0
1652,0.0,2.0,0,1572,6,80,0.0,840,3,2006.0,1652,3,13173,108.0,300.0,102,5,9,1652,0.0,2006,2007,3304.0
1144,0.0,3.0,0,572,3,572,0.0,456,1,1961.0,1144,1,7875,75.0,136.0,0,6,5,1144,0.0,1961,1961,2288.0
1795,0.0,2.0,2,0,1,1795,0.0,895,2,2007.0,1795,2,9986,75.0,428.0,49,5,8,1795,0.0,2006,2007,3590.0
1541,0.0,3.0,0,0,1,1541,0.0,843,2,2001.0,1541,2,13704,118.0,150.0,81,5,7,1541,0.0,2001,2002,3082.0
1507,0.0,4.0,0,666,5,409,0.0,404,1,1960.0,1507,1,7910,70.0,0.0,0,5,5,1075,0.0,1960,1960,2582.0
764,677.0,2.0,0,0,1,776,0.0,492,1,1999.0,1441,2,2645,24.0,456.0,0,5,8,776,206.0,1999,2000,2217.0
1479,0.0,3.0,0,0,1,1468,0.0,577,2,1999.0,1479,2,9382,93.0,125.0,25,5,7,1468,0.0,1999,2000,2947.0
483,0.0,2.0,0,358,5,125,0.0,264,1,1971.0,987,1,1680,21.0,604.0,0,3,6,483,0.0,1971,1971,966.0
672,0.0,2.0,0,344,3,328,0.0,234,1,1941.0,672,1,9340,50.0,0.0,113,6,4,672,0.0,1941,1950,1344.0
1052,720.0,4.0,0,378,0,342,0.0,240,0,1939.0,2192,2,8400,60.0,0.0,24,8,5,720,0.0,1939,1997,2492.0
2000,0.0,3.0,0,1464,6,536,0.0,888,0,2004.0,2000,2,10386,80.0,246.0,0,5,8,2000,0.0,2004,2005,4000.0
1125,0.0,2.0,0,0,1,1125,0.0,430,1,2007.0,1125,1,8536,74.0,0.0,64,5,5,1125,0.0,2006,2007,2250.0
1124,0.0,3.0,4,0,0,0,190.0,0,0,0.0,1124,1,8335,77.0,0.0,36,5,5,0,0.0,1954,1954,1124.0
1839,0.0,3.0,0,1186,6,291,0.0,416,3,1957.0,1839,2,14442,110.0,106.0,87,7,6,1477,0.0,1957,2004,3316.0
1444,700.0,4.0,3,697,3,747,0.0,389,3,1958.0,2144,2,159000,69.0,472.0,98,7,6,1444,0.0,1958,2006,3588.0
1306,954.0,3.0,3,1201,6,105,0.0,533,0,1996.0,2260,2,14000,80.0,0.0,44,5,7,1306,0.0,1996,1997,3566.0
1127,850.0,4.0,0,442,3,374,0.0,540,2,1964.0,1977,1,9500,100.0,272.0,52,6,6,816,0.0,1964,1978,2793.0
845,0.0,2.0,0,565,5,280,0.0,360,1,1987.0,845,1,7599,69.0,0.0,0,6,4,845,0.0,1982,2006,1690.0
905,881.0,3.0,0,648,6,176,0.0,684,2,1997.0,1786,2,9337,69.0,0.0,162,5,6,824,0.0,1997,1997,2610.0
1423,748.0,3.0,0,0,1,588,0.0,672,3,1993.0,2555,1,11526,79.0,0.0,0,7,6,588,0.0,1922,1994,2759.0
1700,0.0,4.0,0,1018,3,380,0.0,447,2,1959.0,1700,2,10552,70.0,0.0,38,5,5,1398,0.0,1959,1959,3098.0
959,712.0,3.0,0,786,6,173,0.0,472,3,2000.0,1671,1,10852,58.0,0.0,38,5,6,959,0.0,2000,2000,2630.0
780,596.0,3.0,0,0,1,780,0.0,198,1,1937.0,1376,1,8600,50.0,0.0,0,6,6,780,0.0,1937,1950,2156.0
1689,0.0,3.0,0,0,1,1436,0.0,480,1,1956.0,1689,1,9855,73.0,0.0,0,5,6,1436,0.0,1956,1956,3125.0
1576,978.0,3.0,0,0,0,718,0.0,704,1,1996.0,2554,1,10800,60.0,0.0,48,8,7,718,0.0,1890,1998,3272.0
876,540.0,4.0,1,0,1,876,0.0,720,1,1949.0,1416,1,12665,100.0,0.0,0,8,5,876,0.0,1915,1950,2292.0
816,0.0,2.0,0,708,6,108,0.0,308,1,1957.0,816,1,7100,73.0,0.0,0,7,5,816,0.0,1957,1957,1632.0
1370,0.0,3.0,0,0,1,1090,0.0,479,2,1976.0,1370,1,10400,80.0,189.0,0,5,7,1090,0.0,1976,1976,2460.0
1442,0.0,2.0,0,0,1,1442,0.0,615,2,1970.0,1442,1,11717,69.0,571.0,0,6,6,1442,0.0,1970,1970,2884.0
1072,213.0,2.0,0,336,4,295,0.0,240,1,1948.0,1285,1,8635,50.0,0.0,0,5,5,672,0.0,1948,2001,1957.0
804,670.0,3.0,0,0,1,384,0.0,400,3,1995.0,1474,1,8530,69.0,22.0,72,5,7,384,120.0,1995,1996,1858.0
1127,886.0,3.0,2,862,0,255,0.0,455,1,1997.0,2013,1,9920,92.0,0.0,130,5,7,1117,0.0,1996,1997,3130.0
1563,0.0,3.0,0,33,6,1530,0.0,758,2,2007.0,1563,2,10206,78.0,468.0,99,5,8,1563,0.0,2007,2007,3126.0
1663,0.0,2.0,3,1116,4,248,0.0,529,0,1954.0,1663,2,53227,69.0,0.0,137,6,4,1364,0.0,1954,1994,3027.0
720,472.0,4.0,0,0,1,720,0.0,0,0,0.0,1192,1,10800,60.0,0.0,0,4,4,720,0.0,1949,1950,1912.0
1095,679.0,4.0,0,0,1,1095,0.0,779,1,1920.0,1774,1,9600,60.0,0.0,0,2,4,1095,0.0,1900,1950,2869.0
1391,571.0,3.0,1,464,6,927,0.0,868,2,2006.0,1962,2,8760,73.0,0.0,90,5,7,1391,0.0,2006,2006,3353.0
1302,0.0,3.0,2,0,1,1302,0.0,436,3,2007.0,1302,2,8993,73.0,0.0,22,5,7,1302,0.0,2007,2007,2604.0
734,0.0,2.0,0,0,1,648,0.0,440,0,1990.0,1118,1,4400,40.0,0.0,0,8,6,648,0.0,1920,1950,1382.0
1766,0.0,3.0,1,1121,6,645,0.0,478,3,2009.0,1766,3,9187,85.0,162.0,130,5,9,1766,0.0,2009,2009,3532.0
1253,0.0,3.0,0,0,1,1237,0.0,402,3,1995.0,1253,1,7875,63.0,38.0,21,5,7,1237,0.0,1995,1996,2490.0
1097,0.0,3.0,0,338,6,702,0.0,480,1,1986.0,1097,1,9672,81.0,0.0,0,5,6,1040,0.0,1984,1985,2137.0
1078,0.0,3.0,0,734,6,344,0.0,500,3,1971.0,1078,1,12537,69.0,0.0,0,6,5,1078,0.0,1971,2008,2156.0
806,766.0,3.0,0,0,1,806,0.0,373,3,1995.0,1572,1,10364,69.0,0.0,40,5,6,806,0.0,1995,1996,2378.0
1332,192.0,0.0,3,1258,6,74,0.0,586,3,1979.0,1524,2,23595,69.0,0.0,0,6,7,1332,0.0,1979,1979,2856.0
1022,1038.0,3.0,0,772,5,220,0.0,390,2,1999.0,2060,2,8755,69.0,298.0,0,5,7,992,0.0,1999,1999,3052.0
1344,0.0,3.0,0,111,6,354,0.0,525,2,1958.0,1344,2,14375,69.0,541.0,118,6,6,819,0.0,1958,1958,2163.0
1226,592.0,4.0,0,224,2,816,0.0,240,0,1951.0,1818,1,7758,69.0,600.0,0,4,7,1040,0.0,1931,1950,2858.0
1029,0.0,3.0,1,903,3,126,0.0,261,1,1961.0,1029,1,7943,61.0,192.0,0,5,4,1029,0.0,1961,1961,2058.0
1291,1230.0,5.0,0,837,5,105,0.0,576,0,1973.0,2521,1,3964,42.0,0.0,20,4,6,942,0.0,1973,1973,3463.0
750,750.0,3.0,0,0,1,750,0.0,564,2,2005.0,1500,2,8846,68.0,0.0,35,5,6,750,0.0,2005,2006,2250.0
2217,0.0,4.0,3,351,5,1043,0.0,621,1,1970.0,2217,2,15865,95.0,0.0,207,6,8,2217,0.0,1970,1970,4434.0
1370,0.0,2.0,1,24,6,1346,0.0,484,2,2006.0,1370,2,6442,44.0,178.0,49,5,8,1370,0.0,2006,2006,2740.0
1262,0.0,3.0,0,905,6,357,0.0,572,0,2006.0,1262,2,7200,60.0,68.0,120,5,6,1262,0.0,2006,2006,2524.0
824,1070.0,4.0,0,624,6,193,0.0,510,0,2002.0,1894,2,11316,80.0,44.0,40,5,7,817,0.0,2002,2003,2711.0
1694,0.0,3.0,0,0,1,1694,0.0,818,3,2007.0,1694,2,12030,93.0,254.0,228,5,8,1694,0.0,2007,2007,3388.0
864,0.0,2.0,0,524,5,160,0.0,576,1,1989.0,864,1,10500,70.0,0.0,0,6,4,864,0.0,1971,1971,1728.0
970,739.0,3.0,0,0,1,970,0.0,380,1,2004.0,1709,2,2522,24.0,50.0,40,5,6,970,0.0,2004,2006,2679.0
1281,457.0,4.0,0,0,1,715,0.0,368,1,1920.0,1738,1,12513,69.0,0.0,0,4,4,715,0.0,1920,2007,2453.0
1319,0.0,3.0,0,428,4,0,0.0,270,1,1953.0,1319,1,10634,79.0,0.0,0,6,5,608,0.0,1953,1953,1927.0
1699,1523.0,5.0,1,1470,6,203,0.0,594,1,1990.0,3222,2,12376,90.0,0.0,0,5,7,1673,0.0,1990,1990,4895.0
773,582.0,3.0,0,0,1,684,0.0,0,0,0.0,1355,2,6882,60.0,0.0,0,7,6,684,0.0,1914,2006,2039.0
1306,0.0,3.0,0,0,1,728,0.0,0,0,0.0,1306,0,5350,55.0,0.0,0,2,3,728,0.0,1940,1966,2034.0
768,0.0,2.0,2,656,6,112,0.0,396,1,1988.0,768,1,8445,70.0,0.0,0,7,5,768,0.0,1972,2007,1536.0
1077,0.0,2.0,0,851,6,140,0.0,205,2,1939.0,1077,1,7420,50.0,0.0,4,6,5,991,0.0,1939,1950,2068.0
679,504.0,2.0,0,331,5,318,0.0,308,1,1981.0,1183,1,6000,50.0,0.0,176,7,3,649,0.0,1948,2002,1832.0
728,728.0,3.0,2,0,1,728,0.0,400,3,2007.0,1456,2,9018,65.0,0.0,24,5,7,728,0.0,2007,2007,2184.0
1005,1286.0,4.0,0,0,1,975,0.0,429,3,1999.0,2291,2,8738,66.0,302.0,0,5,7,975,0.0,1999,1999,3266.0
848,0.0,1.0,2,685,6,163,0.0,420,0,2003.0,848,2,4435,69.0,170.0,0,5,6,848,0.0,2003,2003,1696.0
1742,590.0,3.0,2,1280,6,402,0.0,846,3,2008.0,2332,3,12474,96.0,272.0,134,5,10,1682,0.0,2007,2008,4014.0
884,464.0,3.0,0,0,0,884,0.0,216,1,1960.0,1348,1,6000,50.0,0.0,0,8,5,884,0.0,1925,1997,2232.0
1236,872.0,4.0,0,626,3,501,0.0,540,1,1935.0,2108,2,13728,120.0,0.0,0,7,6,1127,0.0,1935,1986,3235.0
897,439.0,3.0,0,637,3,0,0.0,570,1,1994.0,1336,1,11040,60.0,0.0,47,6,4,637,0.0,1920,1950,1973.0
4692,950.0,3.0,3,5644,6,466,0.0,1418,3,2008.0,5642,3,63887,313.0,796.0,292,5,10,6110,0.0,2008,2008,11752.0
1344,0.0,2.0,0,457,5,193,0.0,484,1,1970.0,1344,1,9503,69.0,0.0,28,5,5,1024,0.0,1958,1983,2368.0
832,1103.0,3.0,0,544,6,288,0.0,552,3,2009.0,1935,1,8004,75.0,110.0,150,5,8,832,0.0,2009,2009,2767.0
997,0.0,4.0,0,0,1,941,0.0,548,1,1958.0,1470,1,8172,60.0,0.0,0,6,4,941,0.0,1954,1972,1938.0
2156,0.0,3.0,0,297,4,1203,0.0,508,2,1968.0,2156,1,20781,69.0,0.0,80,7,7,1568,0.0,1968,2003,3724.0
1728,0.0,6.0,0,1332,3,396,0.0,504,1,1963.0,1728,1,9100,70.0,336.0,0,5,5,1728,0.0,1963,1963,3456.0
866,902.0,3.0,0,400,6,466,0.0,603,2,2005.0,1768,2,9803,75.0,0.0,108,5,7,866,0.0,2005,2005,2634.0
1048,0.0,3.0,0,586,4,462,0.0,286,1,1956.0,1048,1,10152,72.0,120.0,20,5,5,1048,0.0,1956,1956,2096.0
864,864.0,3.0,0,0,1,864,0.0,572,2,2004.0,1728,2,9313,65.0,0.0,56,5,7,864,0.0,2004,2004,2592.0
938,1215.0,4.0,0,259,2,425,0.0,0,0,0.0,2358,1,5250,50.0,0.0,54,5,8,684,0.0,1872,1987,2837.0
1146,0.0,3.0,2,786,6,82,0.0,438,0,2003.0,1146,2,9590,73.0,442.0,22,5,7,868,0.0,2003,2003,2014.0
1601,0.0,3.0,2,1358,6,223,0.0,670,2,2001.0,1601,2,11423,69.0,479.0,0,5,8,1581,0.0,2001,2002,3182.0
1252,668.0,4.0,0,57,5,554,0.0,451,1,1958.0,1920,2,13650,69.0,0.0,0,5,5,1052,0.0,1958,1958,2972.0
741,622.0,3.0,0,0,0,622,0.0,528,1,1966.0,1363,1,7740,60.0,0.0,0,7,4,622,0.0,1910,1950,1985.0
1148,0.0,2.0,1,210,2,219,0.0,308,1,1952.0,1148,1,6420,57.0,0.0,0,7,5,980,0.0,1952,1952,2128.0
1294,0.0,2.0,2,0,1,1286,0.0,662,2,2006.0,1294,2,6762,64.0,0.0,55,5,7,1286,0.0,2006,2006,2580.0
912,336.0,2.0,0,324,2,588,0.0,160,1,1957.0,1248,1,9439,52.0,0.0,0,5,5,912,0.0,1930,1950,2160.0
779,640.0,3.0,0,353,6,55,0.0,527,3,2002.0,1419,2,7750,69.0,0.0,0,5,8,408,0.0,2002,2002,1827.0
1440,0.0,3.0,0,678,4,762,0.0,467,3,1981.0,1440,2,12546,69.0,310.0,0,7,6,1440,0.0,1981,1981,2880.0
1140,0.0,3.0,0,0,1,1140,0.0,0,0,0.0,1140,1,17217,90.0,0.0,56,5,5,1140,0.0,2006,2006,2280.0
1107,983.0,3.0,1,859,5,216,0.0,484,0,1973.0,2090,1,10382,69.0,240.0,204,6,7,1107,0.0,1973,1973,3197.0
798,0.0,3.0,0,0,1,798,0.0,595,2,2003.0,1640,2,7226,72.0,0.0,45,5,7,798,0.0,2003,2003,1596.0
1679,0.0,3.0,0,1138,6,270,0.0,575,2,1994.0,1679,2,8125,65.0,258.0,42,5,6,1408,0.0,1994,1998,3087.0
869,349.0,3.0,0,375,5,360,0.0,440,1,2003.0,1218,1,6000,60.0,0.0,0,6,6,735,0.0,1941,1950,1953.0
1142,0.0,3.0,0,874,5,268,0.0,528,3,1976.0,1142,1,4224,44.0,0.0,90,5,5,1142,0.0,1976,1976,2284.0
1110,0.0,3.0,2,1097,6,0,0.0,602,3,1978.0,1110,2,9101,69.0,104.0,30,6,5,1097,0.0,1978,1978,2207.0
1164,0.0,3.0,0,1040,5,124,0.0,240,1,1950.0,1164,1,10880,68.0,0.0,48,5,5,1164,0.0,1950,1950,2328.0
596,596.0,3.0,1,0,1,596,0.0,189,1,1920.0,1192,1,6402,60.0,0.0,0,5,5,596,0.0,1920,1950,1788.0
1422,0.0,3.0,2,0,1,1422,0.0,626,2,2004.0,1422,2,8500,63.0,106.0,60,5,7,1422,0.0,2004,2004,2844.0
894,0.0,3.0,0,702,4,192,0.0,450,2,1967.0,894,2,9764,57.0,0.0,0,7,5,894,0.0,1967,2003,1788.0
1082,871.0,3.0,1,0,1,1082,0.0,1043,2,2005.0,1953,2,10574,85.0,0.0,50,5,8,1082,0.0,2005,2006,3035.0
963,829.0,3.0,0,361,6,602,0.0,564,2,2001.0,1792,2,12435,80.0,172.0,96,5,7,963,0.0,2001,2001,2755.0
672,252.0,2.0,0,348,4,324,0.0,280,1,1941.0,924,0,12180,60.0,0.0,0,4,4,672,0.0,1941,1950,1596.0
752,0.0,2.0,0,623,5,0,0.0,264,1,1984.0,752,1,7175,50.0,0.0,0,5,6,744,0.0,1984,1984,1496.0
960,780.0,3.0,0,410,4,390,0.0,240,1,1940.0,1740,1,13125,75.0,0.0,0,6,7,800,0.0,1940,1984,2540.0
808,785.0,3.0,0,0,1,808,0.0,389,2,1993.0,1593,1,9636,69.0,0.0,40,5,6,808,0.0,1992,1993,2401.0
910,0.0,4.0,0,507,3,403,0.0,720,1,2000.0,1385,1,8520,71.0,0.0,0,4,5,910,0.0,1952,1952,1820.0
1266,0.0,3.0,0,0,1,1257,0.0,453,1,2005.0,1266,2,7500,62.0,0.0,144,5,7,1257,0.0,2005,2005,2523.0
887,1134.0,3.0,0,0,1,868,0.0,422,2,2006.0,2021,2,23257,168.0,0.0,100,5,7,868,0.0,2006,2006,2889.0
1334,0.0,2.0,0,686,5,664,0.0,630,2,1977.0,1334,1,9650,80.0,360.0,16,5,6,1350,0.0,1977,1977,2684.0
624,628.0,2.0,0,510,4,90,0.0,462,0,1999.0,1252,2,2160,24.0,212.0,48,5,7,600,0.0,1999,2000,1852.0
1664,862.0,5.0,0,168,3,0,0.0,216,1,1916.0,2526,2,8520,60.0,0.0,15,7,6,714,0.0,1916,1950,3240.0
2402,0.0,2.0,3,1767,6,788,0.0,672,3,2008.0,2402,3,15431,105.0,200.0,72,5,10,3094,0.0,2008,2008,5496.0
751,611.0,3.0,1,0,1,611,0.0,502,3,1920.0,1362,1,6155,60.0,0.0,0,8,6,611,0.0,1920,1999,1973.0
1831,1796.0,4.0,3,1387,6,543,0.0,807,3,1995.0,3627,2,35760,118.0,1378.0,76,5,10,1930,0.0,1995,1996,5557.0
1214,1306.0,4.0,0,565,6,638,0.0,721,0,1995.0,2520,2,9950,82.0,290.0,114,5,7,1203,0.0,1995,1995,3723.0
944,0.0,2.0,4,0,0,0,0.0,528,1,1956.0,944,0,10206,74.0,0.0,0,3,3,0,0.0,1952,1952,944.0
912,0.0,3.0,0,842,5,70,0.0,336,1,1974.0,912,1,8521,70.0,0.0,0,5,5,912,0.0,1967,1967,1824.0
756,797.0,3.0,0,0,1,756,0.0,615,2,2005.0,1553,2,8125,65.0,0.0,45,5,7,756,0.0,2005,2006,2309.0
948,0.0,3.0,0,492,5,372,0.0,248,1,1954.0,948,1,10215,75.0,132.0,0,5,4,864,0.0,1954,1954,1812.0
932,920.0,3.0,0,822,6,78,0.0,644,2,2009.0,1852,2,8640,72.0,0.0,108,5,7,900,0.0,2009,2009,2752.0
682,548.0,2.0,0,0,1,440,0.0,440,1,1966.0,1230,1,10440,60.0,0.0,0,6,5,440,0.0,1910,1981,1670.0
1080,0.0,3.0,0,680,6,400,0.0,0,0,0.0,1080,2,7500,63.0,120.0,0,5,7,1080,0.0,2004,2005,2160.0
686,564.0,3.0,0,0,1,686,0.0,280,0,1955.0,1250,0,8248,45.0,0.0,0,7,5,686,0.0,1918,1950,1936.0
798,813.0,4.0,3,674,6,0,0.0,442,2,1964.0,1611,1,9760,80.0,360.0,128,6,6,780,0.0,1964,1964,2391.0
1062,887.0,3.0,0,750,6,300,0.0,574,3,1993.0,1949,2,9938,80.0,246.0,90,5,7,1050,0.0,1993,1994,2999.0
697,672.0,3.0,0,551,4,121,0.0,300,0,1930.0,1369,1,6629,54.0,0.0,0,6,6,672,0.0,1925,1950,2041.0
812,670.0,3.0,0,0,1,384,0.0,392,3,1992.0,1482,2,9125,69.0,170.0,25,5,7,384,0.0,1992,1992,1866.0
1048,0.0,2.0,0,0,1,993,0.0,280,1,1922.0,1048,1,6380,58.0,0.0,0,6,5,993,0.0,1922,1950,2041.0
1372,0.0,3.0,0,0,1,1372,0.0,529,3,2008.0,1372,2,8640,72.0,0.0,140,5,7,1372,0.0,2007,2008,2744.0
1296,0.0,2.0,0,1005,6,262,0.0,471,3,2001.0,1296,2,6853,69.0,136.0,25,5,8,1267,0.0,2001,2002,2563.0
990,0.0,3.0,0,495,6,495,0.0,299,1,1996.0,990,1,8775,65.0,0.0,64,5,5,990,0.0,1994,1994,1980.0
944,545.0,3.0,0,0,1,778,0.0,240,1,1940.0,1489,1,9900,60.0,0.0,0,7,6,778,0.0,1940,1950,2267.0
1071,1101.0,3.0,0,0,1,1063,0.0,947,2,2006.0,2172,2,14154,109.0,350.0,62,5,7,1063,0.0,2006,2006,3235.0
1266,0.0,2.0,2,0,1,1266,0.0,388,3,2007.0,1266,2,3182,43.0,16.0,16,5,7,1266,0.0,2007,2007,2532.0
1218,0.0,2.0,0,27,6,1191,0.0,676,3,2009.0,1218,2,7862,75.0,0.0,102,5,6,1218,0.0,2009,2009,2436.0
932,0.0,2.0,0,0,1,932,0.0,306,1,1950.0,932,2,8280,57.0,0.0,0,5,6,932,0.0,1950,1950,1864.0
855,0.0,3.0,0,257,5,103,0.0,440,1,1974.0,1322,1,2308,24.0,0.0,0,5,6,855,0.0,1974,1974,1710.0
1001,634.0,2.0,0,0,1,485,0.0,255,1,1950.0,1635,2,5310,59.0,0.0,0,8,6,485,0.0,1910,2003,2120.0
1478,0.0,3.0,0,1270,4,208,0.0,498,1,1960.0,1478,1,17600,69.0,30.0,40,5,6,1478,0.0,1960,1960,2956.0
658,526.0,5.0,0,0,1,658,0.0,0,0,0.0,1184,1,8410,58.0,0.0,151,3,5,658,0.0,1910,1996,1842.0
856,854.0,3.0,0,706,6,150,0.0,548,2,2003.0,1710,2,8450,65.0,196.0,61,5,7,856,0.0,2003,2003,2566.0
912,0.0,2.0,2,773,6,115,0.0,470,2,1978.0,912,1,7540,69.0,0.0,0,6,6,888,0.0,1978,1978,1800.0
1160,966.0,3.0,3,249,2,0,0.0,538,3,1967.0,2126,1,28698,69.0,0.0,0,5,5,1013,0.0,1967,1967,3139.0
754,640.0,3.0,0,0,0,384,0.0,400,3,2007.0,1394,2,9735,73.0,0.0,0,5,5,384,0.0,2006,2007,1778.0
970,0.0,2.0,0,630,6,340,0.0,624,1,1996.0,970,1,8480,80.0,0.0,24,6,5,970,0.0,1963,1963,1940.0
1034,0.0,3.0,2,539,6,473,0.0,888,1,1976.0,1034,1,12328,69.0,335.0,0,5,6,1012,0.0,1976,1976,2046.0
860,0.0,3.0,0,0,1,860,0.0,565,2,2004.0,1720,2,11645,89.0,0.0,70,5,7,860,0.0,2004,2004,1720.0
811,576.0,3.0,0,0,1,811,0.0,256,1,1954.0,1387,2,6000,50.0,0.0,0,4,5,811,0.0,1954,1954,2198.0
1357,0.0,2.0,2,719,5,300,0.0,312,2,1959.0,1357,3,11512,124.0,84.0,0,7,6,1019,0.0,1959,2006,2376.0
1264,0.0,3.0,0,697,3,571,0.0,461,1,1960.0,1264,1,9300,73.0,324.0,0,5,5,1268,0.0,1960,1960,2532.0
